"LOCATION","Country","VAR","Variable ","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,2.152,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,2.228,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,2.504,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,2.284,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,2.504,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,3.063,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,2.768,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,3.063,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,4.08,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,3.629,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,4.08,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,4.569,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,4.293,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,4.569,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,5.086,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,4.732,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,5.086,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,5.632,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,5.477,,
"MEX","Mexico","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,5.632,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,14.223,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,15.414,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,14.834,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,15.414,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,16.732,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,15.998,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,16.732,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,17.857,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,17.516,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,17.857,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,18.68,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,18.144,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,18.68,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,19.33,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,19.21,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,19.33,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,19.044,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,19.241,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,19.044,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,19.624,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,19.392,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,19.624,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,19.847,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,19.718,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,19.847,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,20.143,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,20.168,,
"NLD","Netherlands","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,20.143,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,1.391,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,1.437,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,1.445,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,1.437,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,1.434,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,1.461,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,1.434,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,1.456,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,1.483,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,1.456,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,1.457,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,1.471,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,1.457,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,1.434,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,1.457,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,1.434,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,1.359,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,1.393,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,1.359,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,1.399,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,1.342,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,1.399,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,1.407,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,1.415,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,1.407,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,1.28,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,1.366,,
"NZL","New Zealand","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,1.28,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,8.613,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,9.84,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,9.213,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,9.84,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,10.597,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,10.309,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,10.597,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,11.183,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,10.921,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,11.183,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,11.604,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,11.498,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,11.604,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,11.904,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,11.764,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,11.904,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,12.231,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,12.133,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,12.231,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,12.15,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,12.315,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,12.15,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,11.816,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,11.988,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,11.816,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,11.419,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,11.663,,
"NOR","Norway","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,11.419,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,3.612,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,4.339,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,4,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,4.339,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,4.659,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,4.471,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,4.659,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,5.262,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,4.291,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,5.262,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,5.718,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,5.487,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,5.718,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,6.044,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,5.93,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,6.044,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,6.691,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,6.243,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,6.691,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,7.036,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,6.579,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,7.036,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,7.15,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,6.746,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,7.15,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,7.329,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,6.851,,
"POL","Poland","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,7.329,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,7.197,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,8.13,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,7.699,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,8.13,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,8.55,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,8.331,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,8.55,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,9.019,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,8.665,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q4","Q4-2012","100HAB","Per 100 inhabitants","0","Units",,,9.019,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013","2013","100HAB","Per 100 inhabitants","0","Units",,,9.299,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q2","Q2-2013","100HAB","Per 100 inhabitants","0","Units",,,9.119,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2013-Q4","Q4-2013","100HAB","Per 100 inhabitants","0","Units",,,9.299,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014","2014","100HAB","Per 100 inhabitants","0","Units",,,9.683,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q2","Q2-2014","100HAB","Per 100 inhabitants","0","Units",,,9.507,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2014-Q4","Q4-2014","100HAB","Per 100 inhabitants","0","Units",,,9.683,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015","2015","100HAB","Per 100 inhabitants","0","Units",,,10.241,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q2","Q2-2015","100HAB","Per 100 inhabitants","0","Units",,,9.942,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2015-Q4","Q4-2015","100HAB","Per 100 inhabitants","0","Units",,,10.241,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016","2016","100HAB","Per 100 inhabitants","0","Units",,,10.83,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q2","Q2-2016","100HAB","Per 100 inhabitants","0","Units",,,10.473,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2016-Q4","Q4-2016","100HAB","Per 100 inhabitants","0","Units",,,10.83,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017","2017","100HAB","Per 100 inhabitants","0","Units",,,11.327,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q2","Q2-2017","100HAB","Per 100 inhabitants","0","Units",,,11.112,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2017-Q4","Q4-2017","100HAB","Per 100 inhabitants","0","Units",,,11.327,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018","2018","100HAB","Per 100 inhabitants","0","Units",,,11.483,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q2","Q2-2018","100HAB","Per 100 inhabitants","0","Units",,,11.365,,
"PRT","Portugal","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2018-Q4","Q4-2018","100HAB","Per 100 inhabitants","0","Units",,,11.483,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2009","2009","100HAB","Per 100 inhabitants","0","Units",,,1.481,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010","2010","100HAB","Per 100 inhabitants","0","Units",,,1.739,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q2","Q2-2010","100HAB","Per 100 inhabitants","0","Units",,,1.566,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2010-Q4","Q4-2010","100HAB","Per 100 inhabitants","0","Units",,,1.739,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011","2011","100HAB","Per 100 inhabitants","0","Units",,,2.145,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q2","Q2-2011","100HAB","Per 100 inhabitants","0","Units",,,1.9,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2011-Q4","Q4-2011","100HAB","Per 100 inhabitants","0","Units",,,2.145,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012","2012","100HAB","Per 100 inhabitants","0","Units",,,2.453,,
"SVK","Slovak Republic","BB-P100-CAB","Broadband Cable suscriptions per 100 inhabitants","2012-Q2","Q2-2012","100HAB","Per 100 inhabitants","0","Units",,,2.312,,
